No,PO number,Po Date,PO Name,Supplier,Total,Cur.
736,RFPO-5532-V4371-1,03 Apr 2025,PO for MVL-BROMGROVE JV LLC TEAM DRIFIT POLO SHIRTS 422025,The Uniform World Tailoring and Textiles LLC,1240,AED
737,RFPO-1569-O87-1,03 Apr 2025,PO for Bluebeam Core - Annual Subscription - Ramjo Ballonado,VISUAL PRO SOLUTIONS LLC,975,AED
738,RFPO-7039-F7000-1,03 Apr 2025,PO for Plywood / Shim supports,MVL Firestop Bldg. Matl Trdg. LLC,21021.01,AED
739,RFPO-7139-V40011-1,03 Apr 2025,PO for Concrete tools and Equipments ,Dateline Exports Inc.,44732.15,USD
740,RFPO-6705-V40055-1,03 Apr 2025,PO for Concrete Saw and Accessories ,Dateline Exports Inc.,5119.25,USD
741,RFPO-5532-E6804-1,02 Apr 2025,PO for PANELBOARDS FOR MAN CAMP 2 AS PER APPROVED GA DRAWING,AL GHANDI SWITCHGEARS INDUSTRY,61902.58,AED
742,RFPO-5532-V40061-1,31 Mar 2025,PO for Pre-Shipment Inspection - JFV382520 and JFV382611  Including Spare Parts as Per Attched List,V-Trust Inspection Service Co. Ltd.,670,USD
743,RFPO-1005-V7227-1,28 Mar 2025,PO for Epoxy Coated Rebars.,Hariom Ingots & Power Pvt. Ltd,23420,USD
744,RFPO-6705-E6805-1,28 Mar 2025,"PO for Panel Boards, Distribution Boards and Main DB",AL GHANDI SWITCHGEARS INDUSTRY,207236.86,AED
745,RFPO-7139-M4101-1,28 Mar 2025,PO for SCB-750kVA Dry Transformer,"Jiangsu Ryan Electric Co.,Ltd",24140,USD
746,RFPO-6705-M4103-1,28 Mar 2025,PO for SG-150kVA Dry type Isolation Transformer,"Jiangsu Ryan Electric Co.,Ltd",9600,USD
747,RFPO-1569-O86-1,28 Mar 2025,PO for Bluebeam Core - Annual Subscription (Elizarde Serrano),AllCAD Solutions LLC,1030,AED
748,RFPO-5829-R1508-1,28 Mar 2025,"PO for Shuttle Bus with driver Brand New, Period of performance 1 year 5 days a week and 12 Hours duty/day",MENA ENGINEERING AND TECHNICAL CO. L.L.C,156000,AED
749,RFPO-5532-S9102-1,27 Mar 2025,PO for ACI Concrete Field-Testing Technician Training and Certification,ADVANCED CONSTRUCTION TECHNOLOGY SERVICES,9000,USD
750,RFPO-6705-M4016-1,27 Mar 2025,"PO for HCA 400 BBL Mobile Auxiliary Cement / Fly Ash Storage Silo: 1600 cu. ft., 78-ton max/ 50 ton-min. Includes 8 FEET wide truss frame module.",Vince Hagan Company,200539,USD
751,RFPO-5657-V40017-1,27 Mar 2025,PO for Grout & Mortar,"White Cap Supply Holdings, LLC",724.79,USD
752,RFPO-6852-V40024-1,27 Mar 2025,PO for Fabrication materials for Level Switch Chamber,CRA Trading LLC,2387.06,USD
753,RFPO-6705-V40053-1,27 Mar 2025,PO for 67Rock(Coarse Aggregate),SMITHBRIDGE GUAM,16490.88,USD
754,RFPO-6705-M4015-1,26 Mar 2025,PO for HCA 400 WITH 10 INCH X 33 FEET SCREW FEEDER AUXILIARY SILO FEEDER  SACK CEMENT FEEDER WITH SUPER SACK HOPPER SERVICE ASSIST IN KWAJALEIN ATOLL FOR HCA INSTALLATION (7) SEVEN DAYS - Quote number,Vince Hagan Company,200539,USD
755,RFPO-6952-V40016-1,26 Mar 2025,PO for Aluminium Doors for TFS,ARB ALUMINIUM & GLASS LLC,13600,AED
756,RFPO-6718-E6805-1,26 Mar 2025,PO for Glands,WESCO Distribution Inc,7514.16,USD
757,RFPO-3734-E6803-1,25 Mar 2025,PO for MAINTENANCE FREE BATTERY N100 (100AH),JUBAILI BROS  WLL,1160,QAR
758,RFPO-6705-V40052-1,25 Mar 2025,PO for FROMWORK MATERIALS ,Dateline Exports Inc.,7328.8,USD
759,RFPO-6705-M4014-1,24 Mar 2025,"PO for DS2000-4, 4 Wheel Radar Utility Detector, and Accessories",Leica Geosystems Inc.,20820.71,USD
760,RFPO-1569-V4423-1,24 Mar 2025,PO for GREETLY Digital Reception App 2YEARS,GREETLY,1700,USD
761,RFPO-6705-V40051-1,21 Mar 2025,PO for Stego Wrap,"STEGO INDUSTRIES, LLC",6695,USD
762,RFPO-6705-S9101-1,20 Mar 2025,PO for LABORATORY EQUIPMENTS CALIBRATION,Cal-Cert Company,10950,USD
763,RFPO-6542-V40027B-1,20 Mar 2025,PO for Seismic Bracing Kit,ACREFINE ENGINEERING SERVICES LTD.,240,USD
764,RFPO-7212-V40000-1,19 Mar 2025,PO for 3/4 Watts Reduced Pressure Zone Assembly,Blue Line Trading Group LLC,500,USD
765,RFPO-6705-V40048-1,19 Mar 2025,PO for VARIOUS BUILDING MATERIIALS AND EQUIPMENT - QUOTE - H1710-822355 -,HOME DEPOT USA,54.2,USD
766,RFPO-6705-V40048-2,19 Mar 2025,PO for VARIOUS BUILDING MATERIIALS AND EQUIPMENT - QUOTE - H1710-822355 -,HOME DEPOT USA,36673.7,USD
767,RFPO-6705-V40049-1,19 Mar 2025,PO for Interior Electrical Materials for LSA,HOME DEPOT USA,70892.91,USD
768,RFPO-6705-V40050-1,19 Mar 2025,"PO for Silt Fence, Geotextile, GI Flat Tubes",Tsang Brothers Corporation,6830,USD
769,RFPO-5532-M4104-1,18 Mar 2025,PO for 750 Kva 3 PHASE PAD MOUNTED TRANSFORMER AS PER APPROVED ATTACHED DOCUMENTS,"Jiangsu Ryan Electric Co.,Ltd",41440,USD
770,RFPO-7139-V40009-1,18 Mar 2025,"PO FOR SCAFFOLD, TOOLS AND ACCESSORIES",HOME DEPOT USA,14496.07,USD
771,RFPO-6705-V40045A-1,18 Mar 2025,PO for PVC Sch40 Pipes and Fittings for LSA Utilit,Tsang Brothers Corporation,43875.5,USD
772,RFPO-6705-V40047-1,17 Mar 2025,PO for VARIOUS BUILDING MATERIIALS AND EQUIPMENT - QUOTE -  H1710-821497,HOME DEPOT USA,9503.7,USD
773,RFPO-5695-S9091-1,17 Mar 2025,PO for Paints for Bollards,Stoncor Middle East LLC,12369,AED
774,RFPO-7139-V4351-2,14 Mar 2025,"PO for MFC L8900 CDW Color Laser ALL IN ONE Printer, GMP-GHQ320 P3 Pouch Laminator and Engineering Accessories",COPY EXPRESS,15584,USD
775,RFPO-6746-V40022-1,14 Mar 2025,PO for Misc. Items for Al Windows,Dateline Exports Inc.,544.64,USD
776,RFPO-6705-V40046-1,14 Mar 2025,PO for VARIOUS BUILDING MATERIALS AND PORTABLE WELDING MACHINE,Tsang Brothers Corporation,13185,USD
777,RFPO-7139-V4351-1,13 Mar 2025,"PO for MFC L8900 CDW Color Laser ALL IN ONE Printer, GMP-GHQ320 P3 Pouch Laminator and Engineering Accessories",COPY EXPRESS,15434,USD
778,RFPO-5193-E6806A-1,13 Mar 2025,"PO for Supply and Installation of type three-phase autotransformer with capacity 50KvA, compatible with the projects required specifications",DELTA BUILT CONSTRUCTION COMPANY,35000,SAR
779,RFPO-7139-V40007-1,12 Mar 2025,"PO for Welding machine and Accessories, Lumber & Marine Ply ",Tsang Brothers Corporation,24144.1,USD
780,RFPO-6680-V40002-1,12 Mar 2025,PO for Belt Drive Centrifugal Inline Fan,INTEGRATED CONTRACTING SUPPLIERS,2541.16,USD
781,RFPO-6705-V40044-1,12 Mar 2025,PO for GI Flat Tube and Flat Sheet,Tsang Brothers Corporation,24450,USD
782,RFPO-6542-V40028-1,12 Mar 2025,PO for Aluminum Store Front Window.,ARB ALUMINIUM & GLASS LLC,12350,AED
783,RFPO-6705-V40043-1,12 Mar 2025,PO for PVC Pipes and fittings for Water Utility ,Tsang Brothers Corporation,37755.98,USD
784,RFPO-7139-V40008-1,12 Mar 2025,PO for Layout Office Furniture - ATCT  COSA.,Al Seham Furniture LLC,34232,AED
785,RFPO-5532-S9101-1,11 Mar 2025,PO for PRE-SHIPMENT INSPECTION AGAINST BATCHING PLANT SPARE PARTS,TUV SUD MIDDLE EAST LLC,1651.23,AED
786,RFPO-6718-V40019-1,11 Mar 2025,PO for Spare Parts for Pump Startup & Alignment,Jet Fuel Specialists LLC,4620,USD
787,RFPO-7139-V40006-1,11 Mar 2025,PO for Temporary Chain Link Fence ,Tsang Brothers Corporation,46174.96,USD
788,RFPO-6841-S9100-1,10 Mar 2025,PO for Third Party Inspection & Witnessing the Performance Test of PACKAGE AC Unit (1 unit),TUV SUD MIDDLE EAST LLC,1200,AED
789,RFPO-5532-V40060-1,10 Mar 2025,PO for Pre-Shipment Inspection - FOTON 4x2 2ton cargo truck,V-Trust Inspection Service Co. Ltd.,268,USD
790,RFPO-6705-V40042-1,10 Mar 2025,PO for Pre-Shipment Inspection - FOTON 4x2 2ton cargo truck,V-Trust Inspection Service Co. Ltd.,268,USD
791,RFPO-7139-M4001-1,10 Mar 2025,PO for SOKKIA SURVEYING EQUIPMENTS - ATCT,Three Colors Safety Equipment Tr LLC,114250,AED
792,RFPO-6718-E6803A-1,10 Mar 2025,PO for Cable,WESCO Distribution Inc,19096.8,USD
793,RFPO-7039-E6801-1,10 Mar 2025,"PO for Grounding & bonding, Pullrope",WESCO Distribution Inc,118228.36,USD
794,RFPO-6952-V40012A-1,07 Mar 2025,PO for Tensile Fabric Structure.,Big Top Manufacturing LLC,128500,USD
795,RFPO-6705-M4012-1,06 Mar 2025,PO for 2ND REQUIREMENT OF HEAVY EQUIPMENTS (MEDICAL AND ATCT),Evangel International Machinery Ltd.,277191,USD
796,RFPO-6542-V40026-1,06 Mar 2025,PO for Aluminum Awning Window. ,Dateline Exports Inc.,13108.5,USD
797,RFPO-6705-M4013-1,05 Mar 2025,"PO for Used 2017 GMC 4WD SLE QUICKSILVER METALLIC 51,864  MILES",Guam Autospot,31490,USD
798,RFPO-5193-E6805-1,05 Mar 2025,PO for UPS MODIFICATION,International Business Resources Co.,7000,SAR
799,RFPO-6705-V40041-1,04 Mar 2025,PO for LSA Office Furniture,Al Seham Furniture LLC,157270,AED
800,RFPO-6705-E6804-1,04 Mar 2025,PO for Dry Type transformer ,EMSI Inc.,122856.16,USD
801,RFPO-7139-V40002-2,03 Mar 2025,Signages,Sign King Inc,1560,USD
802,RFPO-6705-V40040-1,03 Mar 2025,PO for Aluminum Sign,Sign King Inc,2476,USD
803,RFPO-5829-E6817-1,03 Mar 2025,"PO for 10 kVA UPS and 15 kVA UPS - Supply, Start Up, Testing and Commisioning",ANDREA TECHNICAL SERVICE L.L.C,132300,AED
804,RFPO-6705-V40039-1,03 Mar 2025,PO for Fire Extinguishers- HAZMAT,"White Cap Supply Holdings, LLC",3605.6,USD
805,RFPO-5695-V40015-1,03 Mar 2025,PO for Consumables for Painting Works,MISAR TRADING CO. ( L L C),950,AED
806,RFPO-7139-V40005-1,28 Feb 2025,PO for Lumber ,LOWES,7940.13,USD
807,RFPO-1005-V4485-1,27 Feb 2025,PO for PVC Plastic Sticker - 8.8 * 6.4 cm with Matt Lamination,SMILE COLOR,675,AED
808,RFPO-1005-V7223-1,27 Feb 2025,Epoxy Coated Rebars.,Hariom Ingots & Power Pvt. Ltd,20357,USD
809,RFPO-6705-V4357-1,26 Feb 2025,PO for COSA - APPLIANCES,"Onmuse ( Suzhou ) Office Furniture Co.,Ltd",46350,USD
810,RFPO-5829-S9103-2,26 Feb 2025,PO for Third party inspection for Pad Mounted Transformers.,TUV SUD MIDDLE EAST LLC,962.5,USD
811,RFPO-7139-V40003-1,26 Feb 2025,Generator and Tools ,HOME DEPOT USA,2905.86,USD
812,RFPO-6705-V40038-1,26 Feb 2025,Lawn Care Items ,HOME DEPOT USA,8201.7,USD
813,RFPO-7139-V40004-1,26 Feb 2025,PO for 8884017622,Tsang Brothers Corporation,774.56,USD
814,RFPO-6718-E6802-2,26 Feb 2025,PO for Electrical Materials,WESCO Distribution Inc,47601.65,USD
815,RFPO-5532-V40059-1,26 Feb 2025,PO for Admixtures,SODAMCO EMIRATES FACTORY FOR BUILDING MATERIALS LLC,70675,AED
816,RFPO-6952-V40013-1,26 Feb 2025,PO for Pine Lumber and Marine Plywood,Leeds Services Co. Pte Ltd.,20950,USD
817,RFPO-5532-V40058-1,25 Feb 2025,PO for ELECTRICAL MATERIALS NEEDED FOR INSTALLATION OF BATCHING PLANT,Extol International FZC,195135,AED
818,RFPO-7073-V40001A-1,24 Feb 2025,PO for Electrical Items,Kelly & Hayes Electrical Industrial & Plumbing Supplies,13184.492,USD
819,RFPO-5193-A5207-1,21 Feb 2025,PO for REPLACEMENT HANDLE FOR WINDOWS - AL KHARJ PROJECT,Lakshmi Metal Tech LLC,2130,AED
820,RFPO-6542-A5203-1,21 Feb 2025,"PO for Typhoon Rated Door, Frames & Hardwares for Building # 111",K.Walters Global Inc. (Japan),53854.2,USD
821,RFPO-6168-V40070-1,21 Feb 2025,PO for Pipe for Hand rail of Stairs,AL OMRANIYA TRADING CO. (L.L.C.),630,AED
822,RFPO-1569-O84-1,20 Feb 2025,PO for Bluebeam Core - Annual Subscription,AllCAD Solutions LLC,1030,AED
823,RFPO-6705-V40037-1,20 Feb 2025,"PO for PRE- SHIPMENT INSPECTION OF TELEHANDLER, WHEEL EXCAVATOR, DUMP TRUCK, AND SKID LOADER AS PER ATTACHED LIST",V-Trust Inspection Service Co. Ltd.,1072,USD
824,RFPO-6705-M4011-1,19 Feb 2025,PO for Golf Carts for Kwajalein (Medical and ATCT),"Henan XunHu Equipment Co., Ltd",33360,USD
825,RFPO-6705-V40035-1,19 Feb 2025,Simpson Strong Ties & Hilti Mortar ,Dateline Exports Inc.,52366.07,USD
826,RFPO-7208-V4352-1,19 Feb 2025,PO for Scaffolding,Sher Ahmed Scaffolding Tr LLC,127619.05,AED
827,RFPO-6705-V40036-1,19 Feb 2025,PO for MILWAUKEE 3697-22,Dateline Exports Inc.,5398.85,USD
828,RFPO-7139-V40001A-1,18 Feb 2025,PO for 8886260991,Tsang Brothers Corporation,21874,USD
829,RFPO-1569-O83-1,18 Feb 2025,PO for Aronis Advance Management Includes RDP,RivYv Technologies,587.5,USD
830,RFPO-7027-S9100-1,18 Feb 2025,PO for Third Party Inspection & Witnessing the Performance Test of PACKAGE AC Unit (2 units),TUV SUD MIDDLE EAST LLC,1200,AED
831,RFPO-7073-V40000-1,18 Feb 2025,PO for Pressure Washer,"White Cap Supply Holdings, LLC",4954.94,USD
832,RFPO-7139-V40002-1,18 Feb 2025,Signages,Sign King Inc,1280,USD
833,RFPO-5532-M4031-1,17 Feb 2025,PO for 2ND REQUIREMENT AGAINST MAXUS V80 SPARE PARTS,"FASTWIN GROUP CO.,LIMITED",5218.26,USD
834,RFPO-5829-S9103-1,17 Feb 2025,PO for Third party inspection for Pad Mounted Transformers.,TUV SUD MIDDLE EAST LLC,770,USD
835,RFPO-7205-M4101-1,17 Feb 2025,PO for Supply of Units 3 Nos-Carrier R410a- 50UA135  (Gross Cooling Cap 125.5  KW),AL KAZEMI AIR CONDITIONING WLL,55400,KWD
836,RFPO-6705-V40033-1,17 Feb 2025,PO for CONDUIT BENDER,Dateline Exports Inc.,6941.18,USD
837,RFPO-7139-V40000-1,17 Feb 2025,PO for 330205456(HAZMAT),"White Cap Supply Holdings, LLC",9516.49,USD
838,RFPO-6705-V40034-1,17 Feb 2025,PO for 131369722(HAZMAT),"White Cap Supply Holdings, LLC",8507.33,USD
839,RFPO-6705-V40005-2,14 Feb 2025,NEW UNIT SUBSTATION & PRIMARY SELECTIVE SWITCHES,Kelly & Hayes Electrical Industrial & Plumbing Supplies,344210,USD
840,RFPO-6542-A5202-1,13 Feb 2025,"PO for Typhoon Rated Door, Frames & Hardware for Building 101 & 103B",K.Walters Global Inc. (Japan),46777.2,USD
841,RFPO-6705-E6803-1,11 Feb 2025,MV Cable Y Spices and  Connector ,TIC LIGHT ELECTRICAL CORP,27697.8,USD
842,RFPO-6705-V40031-1,11 Feb 2025,Paslode Nailer and Nails,LOWES,1933.63,USD
843,RFPO-6705-V40032-1,11 Feb 2025,MFX Gridlock (E) Bicycles,MUDDY FOX LLC.,11750,USD
844,RFPO-5532-V40056-1,11 Feb 2025,PO for Aggregates and Cement - February Vessel,Leeds Services Co. Pte Ltd.,7257,USD
845,RFPO-5532-M4030-1,10 Feb 2025,PO for Maxus Passenger Van - Cabin Air Filter,"FASTWIN GROUP CO.,LIMITED",478.45,USD
846,RFPO-7039-V40006C-1,10 Feb 2025,PO for PVC Pipes & Fittings,National Plastic & Building Material Industries LLC,915262.25,AED
847,RFPO-7039-E6800-1,10 Feb 2025,PO for Spacers,Bahra Advanced Cable Manufacture Co. Ltd.,398601,SAR
848,RFPO-6168-V40077-2,10 Feb 2025,PO for Adhesives for VCT,ODORES METAL LLC,739.61,USD
849,RFPO-7120-V40000-1,07 Feb 2025,PO for Computer Room Air Conditioning (CRAC) units - Temporary,Vertiv Corporation,74727.15,USD
850,RFPO-7120-V40001-1,07 Feb 2025,PO for Computer Room Air Conditioning (CRAC) units - Permanent,Vertiv Corporation,197127.58,USD
851,RFPO-6645-V40004-1,07 Feb 2025,PO for Building Materials,HEELY-BROWN COMPANY,225179.77,USD
852,RFPO-5532-S9100-1,07 Feb 2025,"PO for PRE-SHIPMENT INSPECTION OF Man Camp Orders  5532-V40041-2, 5532-V40040-2 (ROOFING MATERIALS",TUV SUD MIDDLE EAST LLC,1260,AED
853,RFPO-7027-S9073-1,06 Feb 2025,PO for Duct Smoke Detector,SUMMIT FIRE CONSULTING (SFC),1350,USD
854,RFPO-7208-V40001-1,06 Feb 2025,PO for CMU BLOCKS,"Angelus Block CO.,INC.",1755.21,USD
855,RFPO-6680-V40001-1,06 Feb 2025,PO for Belt Drive Centrifugal Inline Fan,"RNK  International, Inc.",2970,USD
856,RFPO-1569-O81-1,05 Feb 2025,PO for Oracle EPPM 6 Training Online Mrs. Hayat and Mr. Ismail),RivYv Technologies,400,USD
857,RFPO-1569-O82-1,04 Feb 2025,"PO for RiB Candy (C201 – Online Training) – Estimating and Valuations. 16 hrs Online, 6 Persons, 1 Week",RivYv Technologies,4500,AED
858,RFPO-7039-V40007-1,03 Feb 2025,PO for Galvanized Rebars.,Hariom Ingots & Power Pvt. Ltd,113386.51,USD
859,RFPO-1569-V4421-2,03 Feb 2025,"PO for 3D RESIN REPLICA CUT OUT STUCK ON DOUBLE BLACK RESIN BASE W/PRINTING, SIZE - 22CM T.H",CRYSTAL ARC FACTORY LLC,4500,AED
860,RFPO-7208-V40000-1,03 Feb 2025,PO for Mortar and Grout,Dateline Exports Inc.,2954.94,USD
861,RFPO-5503-S9089-1,30 Jan 2025,PO for RSS-2000 Finger Wedge Barrier -  RSS-2000 4 Post,"RSSI Barriers, LLC",158817.15,USD
862,RFPO-6852-V40022-1,30 Jan 2025,PO for Hardware for Civil works fabrications (Balance),Isam Kabbani Trading LLC,4006,AED
863,RFPO-6544-E6802-1,30 Jan 2025,PO for Additonal Materials,WESCO Distribution Inc,2343.9,USD
864,RFPO-6542-E6812-1,29 Jan 2025,PO for Telecommunications Grounding Busbar,EMSI Inc.,802.72,USD
865,RFPO-6705-V40028-1,29 Jan 2025,PO for OX-P011210,MONJE,35275.26,USD
866,RFPO-6705-V40029-1,29 Jan 2025,PO for Rebar Shop Drawing,Nucor Rebar Fabrication,13000,USD
867,RFPO-6705-V40030-1,29 Jan 2025,PO for Epoxy Coated Rebar GR60,Nucor Rebar Fabrication,28549.922,USD
868,RFPO-1569-V4421-1,29 Jan 2025,"PO for 3D RESIN REPLICA CUT OUT STUCK ON DOUBLE BLACK RESIN BASE W/PRINTING, SIZE - 22CM T.H",CRYSTAL ARC FACTORY LLC,999.99,AED
869,RFPO-6544-E6800-1,28 Jan 2025,PO for Electrical Materials,TIC LIGHT ELECTRICAL CORP,27355.99,USD
870,RFPO-6544-E6801-1,28 Jan 2025,PO for Electrical Items,Benfield Electric International Ltd.,1681.67,USD
871,RFPO-6542-V40019A-2,28 Jan 2025,PO for Floor Sinks,Blue Line Trading Group LLC,346.45,USD
872,RFPO-6841-V40008-1,28 Jan 2025,PO for Duct Hardware,MISAR TRADING CO. ( L L C),2314,AED
873,RFPO-6841-V40010-1,28 Jan 2025,PO for Vacuum cleaner and Hose,FINE TOOLS TRADING LLC,3044,AED
874,RFPO-1569-O80-1,27 Jan 2025,PO for Microsoft 365 GCC G5 (Governmental Community Cloud Pricing) - Renewal,Managed Solution LLC,150480,USD
875,RFPO-6705-V40021-2,27 Jan 2025,Doug Fir Lumber and Common Nails,Dateline Exports Inc.,9715.86,USD
876,RFPO-5532-V40055-1,27 Jan 2025,PO for Vertical WATER TANK 1500 US GALLON Polyethylene 3 Layer,Stars Poly Storage Tanks Factory (L.L.C.),3600,AED
877,RFPO-3734-S9100-1,24 Jan 2025,PO for 1 day Service charges for pumps functional check and technical report against TRLC Chilled water Pumps,GOLF INTERNATIONAL CO HYDROTURF WLL,3500,QAR
878,RFPO-5695-S9102-1,24 Jan 2025,PO for Welding Tests of Plate and Rebar,MIRAI CALIBRATION LABORATORY PTE LTD,1450,USD
879,RFPO-1569-O79-1,24 Jan 2025,PO for Grandstream IP Phone GXP1782,AL KOFA COMPUTER TRADING LLC,925,AED
880,RFPO-5829-R1507-1,23 Jan 2025,PO for Nissan Sunny 1.5L SV SY2 2023 ExFleet - 2 months rental,Diamondlease LLC,3510,AED
881,RFPO-6705-V40027-1,23 Jan 2025,PO for Plumbing Tools ,MONJE,6875.88,USD
882,RFPO-6852-V40021-1,23 Jan 2025,PO for Fabricated Civil Supports,Isam Kabbani Trading LLC,96330,AED
883,RFPO-6705-E6802-1,23 Jan 2025,PO for  Southwire LV Cable THHN/THWN/TW/XHHW ,EMSI Inc.,13317.4,USD
884,RFPO-5532-V40054-1,22 Jan 2025,PO for Best Weld 717-21 PVC Heavy Duty Clear Cement 473ml,Leeds Services Co. Pte Ltd.,1800,USD
885,RFPO-6542-V40019B-1,22 Jan 2025,PO for Floor Drain & Cleanouts,Blue Line Trading Group LLC,946,USD
886,RFPO-7139-E6800-1,21 Jan 2025,PO for MV Cables,EMSI Inc.,5976,USD
887,RFPO-5532-M4029-1,21 Jan 2025,"PO for SPARE PARTS - Backhoe XCMG 1.0m3 4WD backhoe loader WZ30- 25 ENGINE NO.: BY7G1P00044 CHASSIS NO.: XUG0WZ30JPCA00804 PIN: XUG0WZ30JPCA00804, HELI FORKLIFT and Dong Feng Truck Crane",Evangel International Machinery Ltd.,7329.3,USD
888,RFPO-6841-V40009-1,21 Jan 2025,PO for Vibration Isolators & Pads,Kinetics Middle East LLC,4593.2,AED
889,RFPO-6544-V40013-1,17 Jan 2025,PO for Fabricated Stainless Steel Material,"H&M Metal Crafters, LLC",2446,USD
890,RFPO-1569-V4420-1,16 Jan 2025,PO for SHARP MX3051 - 1 SET OF TONERS,Printek  SUPPLIES L.L.C,1900,AED
891,RFPO-6544-V40012-1,16 Jan 2025,PO for Roofing Materials,HEELY-BROWN COMPANY,9249.276,USD
892,RFPO-6705-E6801-1,16 Jan 2025,PO for A52EA12,EMSI Inc.,7904.15,USD
893,RFPO-6542-A5201A-1,15 Jan 2025,PO for Non-fire rated steel door,Vulcan Industries LLC,5950.95,USD
894,RFPO-6705-V40026-1,15 Jan 2025,PO for R-38 Knauf Ceiling Insulation,Dateline Exports Inc.,32974.865,USD
895,RFPO-5695-V40014-1,14 Jan 2025,PO for DIAMOND WIRE SAW - AS PER ATTACHED QUOTATION,"Zhengzhou Yugong Construction Machinery Co., Ltd.",4722,USD
896,RFPO-7205-E6801-1,14 Jan 2025,"PO for Weather Shelter 3, 4 and 5 - LIGHTING FIXTURES - INTERNAL AND EXTERNAL - AS PER ATTACHED APPROVED SUBMITTALS",BAIT AL-ASEEL FOR GENERAL TRADING AND CONTRACTING,23186,KWD
897,RFPO-7010-V40005-1,14 Jan 2025,PO for Ladder Consumables - Angles & Strip,Isam Kabbani Trading LLC,4325,AED
898,RFPO-7010-V40003-2,14 Jan 2025,PO for Steel Platform Decking,Oasis Metal Manufacturing LLC,13397.044,AED
899,RFPO-6542-V40009A-1,14 Jan 2025,PO for Receptacles (WP & non-WP) with Cover,WESTEX GROUP INC,1865,USD
900,RFPO-6542-E6810-1,14 Jan 2025,"PO for Switches, Dimmers, Occupancy Sensors, Power banks incld. Plates [FOR BLDG B111,B116]",Benfield Electric International Ltd.,2134.48,USD
901,RFPO-6542-E6811-1,14 Jan 2025,"PO for Switches, Dimmers, Occupancy Sensors, Power banks incld. Plates [FOR BLDG B119]",Benfield Electric International Ltd.,977.22,USD
902,RFPO-5532-V40052-1,13 Jan 2025,PO for Aggregates and Cement - January Vessel,Leeds Services Co. Pte Ltd.,18974,USD
903,RFPO-6852-V40020-1,13 Jan 2025,PO for Camlock with Dust Cap (2inch & 3inch),Jet Fuel Specialists LLC,2787.07,USD
904,RFPO-6841-V40007-1,13 Jan 2025,PO for Duct Paints,The Sherwin-Williams Company,1029.24,USD
905,RFPO-5532-V40053-1,13 Jan 2025,PO for JFV140401 - Pre-Shipment Inspection Supplier: Evangel International Machinery Ltd. Ref# Item No : 3 - SINOTRUK HOWO 400HP 6X4 dump truckItem# SINOTRUK HOWO 400HP 6X4 dump truck,V-Trust Inspection Service Co. Ltd.,1072,USD
906,RFPO-6746-V40021-1,13 Jan 2025,PO for Non slip aggregate,The Sherwin-Williams Company,1070.9,USD
907,RFPO-7098-V40000-1,10 Jan 2025,"PO for BACKER ROD, SPEC POXY SAMPLES",Dateline Exports Inc.,838.31,USD
908,RFPO-6852-V40019A-1,08 Jan 2025,PO for U-Bolt & Friction Pads,APP Manufacturing,16696.33,USD
909,RFPO-7027-V40005B-1,08 Jan 2025,PO for Duct and accessories,FIRMAC INDUSTRIES L.L.C,10356.26,AED
910,RFPO-7039-V40004-1,08 Jan 2025,"PO for Civil Items X025, X027, X055","White Cap Supply Holdings, LLC",11459.4668,USD
911,RFPO-7010-V40004A-1,08 Jan 2025,PO for Ladder - consumables (Nut/bolt/washer),Isam Kabbani Trading LLC,246.9,AED
912,RFPO-6542-V40025-1,08 Jan 2025,PO for Wall and Kitchen Cabinet,Shark Cabinet INC,7076,USD
913,RFPO-6705-V40024-1,08 Jan 2025,PO for PORTABLE GENERATOR,MONJE,4073.3,USD
914,RFPO-6841-T1000-1,08 Jan 2025,PO for Duct Accessories,ANBI GENERAL TRADING LLC,1510,AED
915,RFPO-6705-V40025-1,08 Jan 2025,PO for Fiberglass Ladder,Dateline Exports Inc.,1254.57,USD
916,RFPO-6841-V40006-1,08 Jan 2025,PO for PVC Engraved Labels. 150 (L)x100(W) mm. 65mm height for letters. White Letters and Black background.,Grace Labels LLC,450,AED
