RowNo,PONumber,PODate,POName,Supplier,Entity,Project,Material,Discipline,Value,Currency,Year,Month,SourceTab,OriginalSource
2209,RFPO-3550-C6051-1,15 Mar 2021,PO for Supplying Tile Grout (Epoxy base),Engineer Plus Construction Chemicals,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,98818.5,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2210,RFPO-3550-V4365-1,15 Mar 2021,PO for 3mm Spacer (For Wall Tiles),BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,6356.25,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2211,RFPO-3734-V4258-2,11 Mar 2021,PO for INTERIOR AND EXTERIOR PLASTERS,Don Construction Products - Qatar W.L.L,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,54218.36,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2212,RFPO-3550-V4364-1,10 Mar 2021,PO for Tractor Emulsion,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1515946.0,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2213,RFPO-3734-V4257A-1,09 Mar 2021,PO for LEAVES SINGLE. DOOR TYPE A. WIDTH (mm) 900. HEIGHT (mm) 2150. THICKNESS (mm) 45. FIRE RATING NON. ACOUSTIC STC RATING STC 45. DOOR FINISH WHITE MAPLE. HARDWARE SET 14. FRAME TYPE SINGLE MASONRY,"Framaco International, Inc","MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,142363.68,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2214,RFPO-3550-V4363-1,09 Mar 2021,PO for Cement OPC as per approved submittal.,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,557600.0,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2215,RFPO-3550-V4362A-1,08 Mar 2021,PO for GEOSTONE CREMA (FULL BODY VITRIFIED TILES) 10MM THICKNESS.,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,3085507.0,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2216,RFPO-3734-V4272-1,08 Mar 2021,PO for LIQUID SURFACE HARDENER AND DUST PROOFER FOR CONCRETE SURFACES (SETHARD S),Don Construction Products - Qatar W.L.L,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,4120.5,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2217,RFPO-1569-O19-1,08 Mar 2021,PO for Microsoft Azure Subscription -  (Pay As You Go),Burhani Computers Trading LLC,MACRO,OFFICE 1803 FURNITURES,Misc.,General,990.08,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2218,RFPO-1569-O20-1,08 Mar 2021,PO for ESET Endpoint Protection Advanced  Renewal for a year,Burhani Computers Trading LLC,MACRO,OFFICE 1803 FURNITURES,Misc.,General,882.25,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2219,RFPO-3734-V4270-1,07 Mar 2021,PO for CONCRETE TILES (600X600X75) GABBRO GRAY: COLOR,Al Sehmiah Cement Products,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,40380.9,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2220,RFPO-3550-V4361B-1,03 Mar 2021,PO for Coupler (S/F) 160MM,Mangalam Universal P. Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,135147.95,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2221,RFPO-1569-S9001-1,02 Mar 2021,PO for Supply and installation of printed vinyl sticker. Sticker to be installed on the existing signboard,ISRA Middle East,MACRO,OFFICE 1803 FURNITURES,Misc.,General,272.3,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2222,RFPO-3550-V4361A-1,02 Mar 2021,PO for Coupler (S/F) 160MM,Mangalam Universal P. Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,133950.92,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2223,RFPO-1192-V4427-1,01 Mar 2021,PO for INSPECTION CERTIFICATES FOR 3 NOS OF LIFTING JACKS,DUTEST INDUSTRIAL EST.,FIRESTOP,MVL-FIRE STOP - SUPPLY OF SAFETY MATERIALS FOR FIRE STOP PERSONNEL,Building Materials,Construction,183.8,USD,2021,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2224,RFPO-3734-V4269-1,28 Feb 2021,PO for GENERAL PURPOSE ACRYLIC SEALANT WITH MOULD RESISTANCE,Don Construction Products - Qatar W.L.L,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,1483.38,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2225,RFPO-3550-V4357-1,28 Feb 2021,PO for GROUT AND SPACER,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1632.85,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2226,RFPO-3550-V4355B-1,28 Feb 2021,"PO for Supplying and fixing wall to wall expansion joint for external part of Aluminium (2mm thick) for joint width 150mm, material 6063-T5 grade alumunium, anodised finish with water barrier all comp",VENUS CONSTRUCTION & WATER PROOFING PVT. LTD.,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,420665.1,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2227,RFPO-3550-V4359A-1,28 Feb 2021,PO for BRICK (SASHI BRICK),SASHI ITTA UDHYOG,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,108750.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2228,RFPO-3550-V4360A-1,28 Feb 2021,PO for BRICK BAT (SASHI BRICK),SASHI ITTA UDHYOG,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,259940.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2229,RFPO-3550-M4105-1,28 Feb 2021,PO for FRB Vessels Pentair Indian size (24inch x 72inch) and loaded with MN02 + Graded Pebbles filter with -MPVF.,PRASID International Company Pvt. Ltd.,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1048640.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2230,RFPO-3550-V4356A-1,25 Feb 2021,PO for Ceramic Wall Tile Somany (12 x 18),Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1188757.74,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2231,RFPO-3550-V4358A-1,25 Feb 2021,PO for 25*25*3 ANGLE,SANGACHHE TRADE CONCERN,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,559530.85,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2232,RFPO-2797-E6803-1,25 Feb 2021,PO for Legrand socket 16A-2p 2 modules with frame and 2 rear doors without back box,GHULLAM ABBAS LASHKARI ELECTRIC SHOP,MACRO,"W5J9JE18C0008 AFGHANISTAN NATIONAL POLICE  (ANP) WOMEN’S PARTICIPATION PROGRAM,  POLICE TOWN PHASE II",Subcontract,Services,56344.8,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2233,RFPO-3550-V4341A-1,24 Feb 2021,PO for Niagara N Urinal Set,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,375209.6,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2234,RFPO-2797-E6802-1,24 Feb 2021,"PO for WAC - 601(3 BURNERS, DOUBLE DOOR, GRILLING, FRYER, STEAMING , TOP METAL)",Welcome Industries,MACRO,"W5J9JE18C0008 AFGHANISTAN NATIONAL POLICE  (ANP) WOMEN’S PARTICIPATION PROGRAM,  POLICE TOWN PHASE II",Subcontract,Services,9120.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2235,RFPO-3734-V4252A-1,24 Feb 2021,PO for Subgrade Preparation and Asphalt Patch Work,POWERMAN International W.L.L.,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,10988.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2236,RFPO-3734-V4268-1,24 Feb 2021,"PO for ALUMINUM SURFACE, ANODISED, SEISMIC",NEMER METAL INDUSTRIES FACTORY,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,10988.02,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2237,RFPO-3734-V4267-1,24 Feb 2021,"SUPPLY, DELIVERY AND INSTALLATION OF KINGSPAN TATE ACCESS FLOORS",Gulf Computer Support Systems L.L.C,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,53269.82,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2238,RFPO-3550-V4353A-1,23 Feb 2021,PO for SUPPLY OF DB-GF1 FOR BLOCK A,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1617030.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2239,RFPO-1192-V4310-1,23 Feb 2021,PO for SLAB WITHOUT FACING (SXXX) DENSITY: 160 KG THICKNESS: 50MM SIZE: 1.2 MTR*0.6,FUJAIRAH ROCKWOOL FACTORY,FIRESTOP,MVL-FIRE STOP - SUPPLY OF SAFETY MATERIALS FOR FIRE STOP PERSONNEL,Building Materials,Construction,3191.79,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2240,RFPO-3550-V4355A-1,22 Feb 2021,"PO for Supplying and fixing wall to wall expansion joint for external part of Aluminium (2mm thick) for joint width 150mm, material 6063-T5 grade alumunium, anodised finish with water barrier all comp",VENUS CONSTRUCTION & WATER PROOFING PVT. LTD.,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,318823.85,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2241,RFPO-3550-V4352A-1,21 Feb 2021,"PO for Kapilakot/2000 liter stainless steel water tank 304 grade steel with Inlet, outlet, over flow, cleanout hole etc.",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1232000.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2242,RFPO-3550-V4351A-1,21 Feb 2021,PO for Kapilakot/ 30 KVA Generator,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,2050000.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2243,RFPO-3550-V4354A-1,21 Feb 2021,PO for 50*50*3mm,SANGACHHE TRADE CONCERN,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,326024.09,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2244,RFPO-3550-E6809-1,21 Feb 2021,PO for 200 mm. width x 50 mm. depth x 2 mm. thickness with cover,ELECTRIC LIGHT SOLUTION PVT. LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,459706.6,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2245,RFPO-3550-V4350-1,18 Feb 2021,PO for Power cable Cu Arm (4x10),Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1778659.55,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2246,RFPO-2797-M4102-1,17 Feb 2021,PO for ADDRESSABLE FIRE ALARM SYSTEM,RCL INTERNATIONAL S.A.L. OFFSHORE,MACRO,"W5J9JE18C0008 AFGHANISTAN NATIONAL POLICE  (ANP) WOMEN’S PARTICIPATION PROGRAM,  POLICE TOWN PHASE II",Subcontract,Services,51847.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2247,RFPO-3550-V4343-1,16 Feb 2021,PO for 200 mm.width x 50 mm. depth x 2 mm.thickness with cover,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,900169.3,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2248,RFPO-3550-V4347-1,16 Feb 2021,PO for 30 KVA SERVO VOLTAGE (AVR),Venus Construction Solutions,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,4680.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2249,RFPO-3550-V4348-1,16 Feb 2021,PO for 160 mm HDPE Pipe/ 6kg/p,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1108730.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2250,RFPO-3550-V4349-1,16 Feb 2021,PO for 50mm MS.sq.pipe 3mm,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1965340.73,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2251,RFPO-3550-V4345-1,15 Feb 2021,PO for Sliding Glazing [plaln/froasted glass) window with Froasted glass with Fixed ventilation,GORKHA PRECAST AND WINDOR PVT. LTD.,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,3400962.19,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2252,RFPO-3550-V4344-1,15 Feb 2021,PO for SUPPLYING OF WATER FILTER SYSTEM 8000 LPH AND WATER FILTER SOFTER SYSTEM 2000 LPH,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,3099000.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2253,RFPO-3550-V4346-1,15 Feb 2021,PO for 30 KVA SERVO VOLTAGE,Venus Construction Solutions,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,4680.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2254,RFPO-3734-V4266-1,15 Feb 2021,"PO for Stainless Steel (Satin Finish) (Welded  Corner), Floor Mounted Overhead Braced  (Series 400), Stainless Steel Wraparound  Gravity Hinge, Stainless Steel Concealed  Slide Latch and Keeper, Stain",HIGHRISE TRADING AND CONTRACTING W.L.L.,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,27958.42,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2255,RFPO-3550-V4342-1,14 Feb 2021,"PO for Gi Chain Link Wire, Heavy Coated 10SWG. Mesh Size B# 2 inch x 2 inch",R.K. STRUCTURE AND ENGINEERING WORKS,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,116577.9,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2256,RFPO-2797-V4268-1,14 Feb 2021,PO VARIOUS FURNITURE,Unspecified Supplier,MACRO,"W5J9JE18C0008 AFGHANISTAN NATIONAL POLICE  (ANP) WOMEN’S PARTICIPATION PROGRAM,  POLICE TOWN PHASE II",Subcontract,Services,138261.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2257,RFPO-3734-A5302-1,14 Feb 2021,PO for ACRYLIC EMULSION PRIMER JOTUN 18LTR,LULU PAINTS CENTER,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,26339.61,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2258,RFPO-3734-A5202-1,11 Feb 2021,PO for SUPPLY FOR DOOR SETS AS PER APPROVED SUBMITTAL,STEELTECH FOR TRADING AND CONTRACTING,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,88313.58,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2259,RFPO-3550-V4340-1,10 Feb 2021,"PO for Supply testing and commisioning of solar pv Modules of capacity 270 Wp RETS Approved with all necessary connection cables and accessories as per specification, drawings and instruction of the C",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,3420076.5,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2260,RFPO-3550-V4341-1,10 Feb 2021,PO for Ace Orissa Pan,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,334371.4,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2261,RFPO-3550-V4339-1,08 Feb 2021,PO for Cable Tray Works (200 mm. width x 50 mm. depth x 2 mm. thickness with cover),ELECTRIC LIGHT SOLUTION PVT. LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,297472.5,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2262,RFPO-3550-E6808-1,04 Feb 2021,PO for 8 LINE INPUT AND 24 LINE OUTPUT PABX TELEPHONE EXCHANGE SYSTEM. NEC SL2100,ALERT TECHNOLOGY PVT LTD,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,184275.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2263,RFPO-3734-A5201-1,04 Feb 2021,PO for Supply and Install the following materials w/ all hardware and fittings:,Techtradedoors Trading L.L.C,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,11384.12,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2264,RFPO-3550-A5301-1,04 Feb 2021,PO for INTERIOR PRIMER ON INTERNAL WALLS (DECO CEMENT PRIMER WATER BASED-DCPM,SAMITA ENTERPRISES,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,94050.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2265,RFPO-3734-V4264-1,03 Feb 2021,DRY MIX PLASTER,QATAR PLASTER FACTORY LLC,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,15344.74,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2266,RFPO-3550-V4338-1,02 Feb 2021,PO for RHEOTOP SPL,Venus Construction Solutions,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,3690.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2267,RFPO-3550-V4335-1,02 Feb 2021,PO for WALL PUTTY FOR KAPILAKOT SITE,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,608000.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2268,RFPO-3550-V4336-1,02 Feb 2021,"PO for Wall Mounted Air Conditioner (1 Ton) Cooling Capacity : 3.6 KW Heating Capacity : 3.7 KW Power Supply: AC le, 22OV-240V /50HZ",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1740000.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2269,RFPO-1192-V4309-1,01 Feb 2021,PO for SLAB WITHOUT FACING (SXXX),FUJAIRAH ROCKWOOL FACTORY,FIRESTOP,MVL-FIRE STOP - SUPPLY OF SAFETY MATERIALS FOR FIRE STOP PERSONNEL,Building Materials,Construction,1276.32,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2270,RFPO-3550-V4334-1,01 Feb 2021,"PO for Supply, delivery of 50 kVA distribution transformer ONAN type, Dynll with complete accessories as per specification and drawing all complete",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,3 Days Rental Of Scorpio Latest Model,Rental,Mechanical,1000000.0,USD,2021,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
2271,RFPO-3734-V4263-1,31 Jan 2021,PO for SUPPLY AND APPLY OF ROOF WATERPROOFING SYSTEM,SALEM BIN HASSAN AL-ANSARI CO.,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,47797.8,USD,2021,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
